race_date,venue_code,race_number,grade,is_night,predicted_rank_1_racer,predicted_rank_1_probability,actual_rank_1_racer,actual_kimarite,entry_course_actual,entry_course_program,race_weather_number,race_wind,race_wind_direction_number,race_wave,race_temperature,race_water_temperature,motor_2rate,motor_3rate,racer_id,start_timing,hit_top1,hit_top2,brier_score
2026-09-16,23,3,5,0,1,0.6175,3,3,1,1,1,5,4,5,26,25,0,0,4934,0.14,0,1,0.1702
2026-09-16,23,4,5,0,1,0.6915,1,1,1,1,1,5,6,5,26,25,0,0,4002,0.21,1,1,0.0204
2026-09-16,23,5,5,0,1,0.6332,1,1,1,1,1,5,4,5,26,25,0,0,3574,0.12,1,1,0.0285
2026-09-16,23,6,5,0,1,0.5123,1,1,1,1,1,5,4,5,26,25,0,0,4879,0.04,1,1,0.0524
2026-09-16,23,7,5,0,1,0.4453,5,4,1,1,1,6,4,6,27,25,0,0,3710,0.11,0,0,0.1989
2026-09-16,23,8,5,0,1,0.3986,2,2,1,1,1,5,4,5,26,25,0,0,3964,0.11,0,0,0.1474
2026-09-16,23,9,5,0,1,0.4613,2,2,1,1,1,6,4,6,27,25,0,0,3445,0.11,0,1,0.1547
2026-09-16,23,10,5,0,1,0.4379,1,1,1,1,1,6,4,6,27,25,0,0,3745,0.18,1,1,0.0668
2026-09-16,23,11,5,0,1,0.565,2,2,1,1,1,6,6,6,27,25,0,0,4515,0.16,0,1,0.1742
2026-09-17,4,1,5,0,1,0.5263,5,4,1,1,1,4,13,4,22,25,16.13,33.87,5022,0.23,0,0,0.1992
2026-09-17,4,2,5,0,1,0.4468,2,5,1,1,1,4,13,4,23,25,19.67,34.43,4200,0.08,0,1,0.122
2026-09-17,4,3,5,0,1,0.5035,4,3,1,1,2,4,15,3,23,25,28.57,40,4367,0.23,0,1,0.1561
2026-09-17,4,4,5,0,1,0.3906,1,1,1,1,2,3,13,3,23,25,22.03,40.68,4421,0.09,1,1,0.0778
2026-09-17,4,5,5,0,1,0.5221,3,4,1,1,1,4,13,3,23,25,29.41,42.65,5031,0.11,0,1,0.1602
2026-09-17,4,6,5,0,1,0.5176,1,1,1,1,1,3,13,3,24,25,44.9,63.27,3904,0.03,1,1,0.0517
2026-09-17,4,7,5,0,1,0.5836,1,1,1,1,1,3,13,3,24,25,46.27,65.67,5081,0.14,1,1,0.0454
2026-09-17,4,8,5,0,1,0.5837,3,3,1,1,1,3,13,3,24,25,35.42,47.92,3313,0.08,0,0,0.1984
2026-09-17,4,9,5,0,1,0.5765,1,1,1,1,1,2,13,3,24,25,31.15,55.74,4610,0.08,1,1,0.0371
2026-09-17,4,10,5,0,1,0.5134,2,2,1,1,1,1,13,3,24,25,38.24,61.76,5004,0.08,0,1,0.1426
2026-09-17,4,11,5,0,1,0.584,1,5,1,1,1,2,13,3,24,25,28.99,43.48,4769,0.09,1,1,0.0352
2026-09-17,4,12,5,0,1,0.6355,1,1,1,1,1,1,13,3,24,25,34.38,50,4659,0.11,1,1,0.028
2026-09-17,5,1,2,0,1,0.4906,1,1,1,1,2,1,1,2,21,24,23.71,40.21,4847,0.14,1,1,0.0532
2026-09-17,5,2,2,0,1,0.4239,3,5,1,1,2,2,3,2,21,24,36.89,54.37,4364,0.21,0,1,0.1437
2026-09-17,5,3,2,0,1,0.4429,4,4,1,1,2,4,3,2,21,24,34.41,50.54,4427,0.24,0,0,0.182
2026-09-17,5,4,2,0,1,0.4762,1,1,1,1,2,1,9,2,22,24,37,53,4604,0.12,1,1,0.0561
2026-09-17,5,5,2,0,1,0.3995,3,4,1,1,2,5,3,2,23,24,42.72,58.25,4524,0.11,0,1,0.1379
2026-09-17,5,6,2,0,1,0.4055,1,5,1,1,2,4,3,2,23,24,36.63,55.45,4704,0.03,1,1,0.0739
2026-09-17,5,7,2,0,1,0.4642,1,1,1,1,2,3,3,2,23,24,42.86,66.96,4797,0.07,1,1,0.0599
2026-09-17,5,8,2,0,1,0.4236,4,3,1,1,2,3,3,2,24,24,36.26,49.45,5026,0.19,0,0,0.1799
2026-09-17,5,9,2,0,1,0.4287,1,1,1,1,1,1,1,2,24,24,37.5,51.04,4096,0.08,1,1,0.0674
2026-09-17,5,10,2,0,1,0.4939,1,1,1,1,1,2,3,2,25,24,34.12,51.76,4188,0.08,1,1,0.0525
2026-09-17,5,11,2,0,1,0.4864,2,2,1,1,1,1,1,2,25,24,50.48,69.52,3783,0.13,0,1,0.1652
2026-09-17,5,12,2,0,1,0.4168,1,1,1,1,1,1,1,2,25,24,31.73,50.96,3590,0.12,1,1,0.0702
2026-09-17,7,1,5,0,1,0.6167,1,1,1,1,1,4,13,2,26,24,38.89,61.11,5243,0.19,1,1,0.0337
2026-09-17,7,2,5,0,1,0.5677,2,2,1,1,1,4,13,2,26,24,17.39,43.48,5197,0.1,0,1,0.1839
2026-09-17,7,3,5,0,1,0.6087,3,4,1,1,1,4,13,2,25,24,37.5,62.5,5301,0.16,0,0,0.2081
2026-09-17,7,4,5,0,1,0.4597,1,1,1,1,1,3,11,1,25,24,44.44,66.67,5178,0.21,1,1,0.0625
2026-09-17,7,5,5,1,1,0.6516,1,1,1,1,1,3,13,1,25,24,47.06,47.06,5252,0.15,1,1,0.0263
2026-09-17,7,6,5,1,1,0.5541,1,1,1,1,1,2,13,1,25,24,50,57.69,5145,0.14,1,1,0.0421
2026-09-17,7,7,5,1,1,0.5338,1,1,1,1,2,1,11,0,25,24,11.54,23.08,5166,0.13,1,1,0.0474
2026-09-17,7,8,5,1,1,0.6223,1,1,1,1,2,1,11,0,25,24,29.41,52.94,5134,0.14,1,1,0.0305
2026-09-17,7,9,5,1,1,0.5247,3,4,1,1,2,2,11,1,25,24,48.15,62.96,5256,0.14,0,0,0.1759
2026-09-17,7,10,5,1,1,0.4069,3,3,1,1,2,1,11,0,25,24,7.14,28.57,5303,0.04,0,1,0.1243
2026-09-17,7,11,5,1,1,0.5087,1,1,1,1,2,1,9,0,25,24,53.85,69.23,5234,0.13,1,1,0.0507
2026-09-17,7,12,5,1,1,0.6336,1,1,1,1,2,1,9,0,25,24,20.83,45.83,5330,0.1,1,1,0.0288
2026-09-17,8,1,5,0,1,0.7067,1,1,1,1,1,3,11,1,25,27,36.84,48.68,3232,0.02,1,1,0.0182
2026-09-17,8,2,5,0,1,0.7399,1,1,1,1,1,3,11,1,25,27,35.02,50.21,4909,0.2,1,1,0.0149
2026-09-17,8,3,5,0,1,0.4414,1,1,1,1,1,3,11,1,25,27,36.96,53.48,5346,0.18,1,1,0.0666
2026-09-17,8,4,5,0,1,0.5301,1,1,1,1,1,3,11,1,25,27,35.93,52.38,5272,0.19,1,1,0.049
2026-09-17,8,5,5,0,1,0.7152,1,1,1,1,1,2,11,1,26,28,34.93,55.02,4433,0.2,1,1,0.0171
2026-09-17,8,6,5,0,1,0.6819,1,1,1,1,1,2,11,1,26,28,30,44.78,4556,0.14,1,1,0.0219
2026-09-17,8,7,5,0,1,0.5071,5,3,1,1,1,3,11,1,27,28,30.91,51.82,4897,0.26,0,0,0.1971
2026-09-17,8,8,5,0,1,0.4304,4,3,1,1,1,2,9,1,27,28,30.25,50,5347,0.12,0,1,0.1346
2026-09-17,8,9,5,0,1,0.4834,1,1,1,1,1,2,9,1,27,28,41.99,61.04,5254,0.31,1,1,0.0575
2026-09-17,8,10,5,0,1,0.5538,1,1,1,1,1,3,9,1,27,28,33.62,50.21,4938,0.19,1,1,0.0434
2026-09-17,8,11,5,0,1,0.5819,1,1,1,1,2,3,9,1,27,28,28.44,46.45,4825,0.08,1,1,0.0387
2026-09-17,8,12,5,0,1,0.5322,2,2,1,1,2,3,9,1,27,28,32.03,51.08,4502,0.02,0,0,0.1793
2026-09-17,9,1,5,0,1,0.7026,1,1,1,1,2,1,4,1,25,25,26,48,4581,0.1,1,1,0.0182
2026-09-17,9,2,5,0,1,0.6032,1,1,1,1,1,1,4,1,26,25,30.25,45.68,5204,0.18,1,1,0.0327
2026-09-17,9,3,5,0,1,0.5335,4,4,1,1,1,2,4,1,26,25,32.33,48.87,4119,0.15,0,0,0.1988
2026-09-17,9,4,5,0,1,0.4561,1,1,1,1,1,2,4,1,27,25,36.88,56.25,5359,0.16,1,1,0.0668
2026-09-17,9,5,5,0,1,0.6653,1,1,1,1,1,2,4,1,27,25,31.69,47.89,4702,0.1,1,1,0.0238
2026-09-17,9,6,5,0,1,0.5087,1,1,1,1,1,2,4,1,27,25,27.7,44.59,5073,0.09,1,1,0.0527
2026-09-17,9,7,5,0,1,0.6033,5,4,1,1,1,2,4,1,27,25,25,40.52,3349,0.23,0,0,0.2177
2026-09-17,9,8,5,0,1,0.6032,1,1,1,1,1,1,8,1,28,25,38.61,60.13,4259,0.14,1,1,0.0329
2026-09-17,9,9,5,0,1,0.5527,2,2,1,1,1,1,6,1,28,26,25.5,39.6,4695,0.11,0,1,0.1753
2026-09-17,9,10,5,0,1,0.533,3,2,1,1,1,2,4,1,28,26,40.27,52.35,4458,0.19,0,0,0.1968
2026-09-17,9,11,5,0,1,0.4472,1,1,1,1,1,3,6,2,29,26,33.33,49.09,3629,0.09,1,1,0.0632
2026-09-17,9,12,5,0,1,0.5086,3,2,1,1,1,1,8,1,28,26,33.56,48.32,4757,0.06,0,1,0.1685
2026-09-17,11,1,5,0,1,0.5712,1,1,1,1,1,0,17,1,25,26,35.35,46.46,3896,0.18,1,1,0.0406
2026-09-17,11,2,5,0,1,0.6086,1,1,1,1,1,0,17,1,26,26,47.62,60.95,4957,0.19,1,1,0.0319
2026-09-17,11,3,5,0,1,0.4429,2,3,1,1,1,0,17,1,26,26,30.85,46.81,4947,0.18,0,0,0.1699
2026-09-17,11,4,5,0,1,0.5105,6,4,1,1,1,0,17,1,26,26,28.43,44.12,3441,0.14,0,0,0.1947
2026-09-17,11,5,5,0,1,0.4714,5,4,1,1,1,2,9,2,28,26,30.61,50,3793,0.13,0,0,0.1647
2026-09-17,11,6,5,0,1,0.6965,1,1,1,1,1,1,9,1,27,27,49.02,63.73,4012,0.17,1,1,0.0194
2026-09-17,11,7,5,0,1,0.6176,1,1,1,1,1,1,9,1,27,27,29.9,43.3,3905,0.05,1,1,0.03
2026-09-17,11,8,5,0,1,0.6458,3,4,1,1,1,1,9,1,27,27,30.3,46.46,4974,0.17,0,0,0.2128
2026-09-17,11,9,5,0,1,0.6561,1,1,1,1,2,0,17,1,27,27,25.88,42.35,4111,0.09,1,1,0.0243
2026-09-17,11,10,5,0,1,0.5503,1,1,1,1,2,1,9,1,27,27,42.42,55.56,3918,0.07,1,1,0.0422
2026-09-17,11,11,5,0,1,0.5443,1,1,1,1,2,0,17,1,27,27,26.8,45.36,5278,0.04,1,1,0.0448
2026-09-17,11,12,5,0,1,0.5619,4,3,1,1,2,0,17,2,26,27,31.63,52.04,4786,0.14,0,0,0.1936
2026-09-17,13,1,5,0,1,0.4655,4,2,1,1,1,3,4,0,28.6,24.8,16.49,32.99,3891,0.18,0,0,0.1832
2026-09-17,13,2,5,0,1,0.4,4,3,1,1,1,2,6,0,29,24.8,34.21,50,3535,0.23,0,0,0.139
2026-09-17,13,3,5,0,1,0.4445,5,4,1,1,2,0,17,0,28.6,24.9,44.35,64.35,3949,0.22,0,0,0.1819
2026-09-17,13,4,5,0,1,0.4125,1,1,1,1,2,3,4,0,28.1,24.9,36.84,53.51,5086,0.17,1,1,0.0744
2026-09-17,13,5,5,0,1,0.4897,2,2,1,1,2,1,4,0,28,24.9,49.56,61.95,3226,0.24,0,1,0.1506
2026-09-17,13,6,5,0,1,0.7042,1,1,1,1,2,3,6,0,29.2,24.9,35.65,52.17,4061,0.12,1,1,0.0185
2026-09-17,13,7,5,0,1,0.4774,2,2,1,1,2,2,6,0,29,24.9,39.82,57.52,3752,0.12,0,1,0.1489
2026-09-17,13,8,5,0,1,0.6031,2,2,1,1,2,0,17,0,29.1,24.9,31.25,49.11,4057,0.18,0,1,0.1824
2026-09-17,13,9,5,0,1,0.5614,1,1,1,1,2,4,4,0,30,25,34.86,53.21,4403,0.2,1,1,0.0414
2026-09-17,13,10,5,0,1,0.4986,1,1,1,1,2,0,17,0,28.8,25,24.77,45.87,3987,0.19,1,1,0.0546
2026-09-17,13,11,5,0,1,0.5731,2,2,1,1,2,2,8,0,28.9,25,20.79,36.63,4402,0.15,0,0,0.2164
2026-09-17,13,12,5,0,1,0.5401,1,1,1,1,2,0,17,0,28.2,25,37.84,53.15,4025,0.13,1,1,0.045
2026-09-17,14,1,5,0,1,0.7563,1,1,1,1,1,2,5,2,24,26,38.27,55.56,4522,0.05,1,1,0.0125
2026-09-17,14,2,5,0,1,0.6009,1,1,1,1,1,3,7,3,24,26,36.99,52.05,5057,0.03,1,1,0.0338
2026-09-17,14,3,5,0,1,0.599,1,1,1,1,1,2,5,2,24,26,39.02,54.88,4356,0.14,1,1,0.0351
2026-09-17,14,4,5,0,1,0.638,5,4,1,1,1,2,5,2,24,26,39.02,52.44,4748,0.12,0,0,0.2206
2026-09-17,14,5,5,0,1,0.5427,3,3,1,1,1,3,5,3,24,26,27.85,40.51,5173,0.13,0,1,0.1559
2026-09-17,14,6,5,0,1,0.6063,5,3,1,1,1,1,5,1,24,26,61.54,83.33,5000,0.12,0,0,0.208
2026-09-17,14,7,5,0,1,0.525,2,5,1,1,1,2,9,2,25,26,42.5,62.5,4348,0.1,0,1,0.1485
2026-09-17,14,8,5,0,1,0.43,4,3,1,1,1,2,9,2,25,26,20.25,45.57,4110,0.13,0,1,0.1188
2026-09-17,14,9,5,0,1,0.5157,3,4,1,1,1,2,7,2,25,26,20,40,4138,0.15,0,1,0.1496
2026-09-17,14,10,5,0,1,0.53,1,1,1,1,1,2,9,2,26,26,32.94,48.24,4142,0.15,1,1,0.0489
2026-09-17,14,11,5,0,1,0.4789,3,3,1,1,1,4,5,4,26,26,33.33,50,3304,0.19,0,1,0.141
2026-09-17,14,12,5,0,1,0.5544,5,4,1,1,1,4,5,4,26,26,31.33,44.58,3612,0.08,0,0,0.2089
2026-09-17,15,1,5,0,1,0.6706,1,1,1,1,1,1,3,1,30,28,0,0,4154,0.02,1,1,0.0228
2026-09-17,15,2,5,0,1,0.4913,4,3,1,1,1,3,3,3,31,28,0,0,3339,0.19,0,0,0.1753
2026-09-17,15,3,5,0,1,0.4579,5,4,1,1,1,3,3,3,30,28,0,0,3459,0.09,0,0,0.1873
2026-09-17,15,4,5,0,1,0.3544,4,3,1,1,1,3,3,3,30,28,0,0,3922,0.18,0,1,0.1221
2026-09-17,15,5,5,1,1,0.4855,1,1,1,1,1,3,3,3,29,28,0,0,3233,0.15,1,1,0.0577
2026-09-17,15,6,5,1,1,0.6136,5,2,1,1,1,3,3,3,28,28,0,0,4633,0.21,0,1,0.1855
2026-09-17,15,7,5,1,1,0.5913,2,2,1,1,1,3,3,3,27,28,0,0,4520,0.14,0,1,0.1494
2026-09-17,15,8,5,1,1,0.6605,1,1,1,1,1,3,3,3,27,28,0,0,4587,0.15,1,1,0.0242
2026-09-17,15,9,5,1,1,0.6721,3,2,1,1,1,3,3,3,26,28,0,0,4718,0.19,0,0,0.225
2026-09-17,15,10,5,1,1,0.5757,3,4,1,1,1,3,3,3,26,28,0,0,4709,0.1,0,1,0.1845
2026-09-17,15,11,5,1,1,0.5426,1,1,1,1,1,2,3,2,26,28,0,0,4809,0.11,1,1,0.0443
2026-09-17,15,12,5,1,1,0.4833,5,4,1,1,1,2,3,2,26,28,0,0,4832,0.13,0,0,0.2037
2026-09-17,16,1,5,0,1,0.7017,1,1,1,1,1,4,11,3,25,27,32.55,46.7,3743,0.12,1,1,0.0187
2026-09-17,16,2,5,0,1,0.5408,3,3,1,1,1,3,11,3,26,27,30.85,52.24,3458,0.16,0,1,0.1658
2026-09-17,16,3,5,0,1,0.4408,1,1,1,1,1,4,11,3,26,27,32.83,50,5284,0.11,1,1,0.0652
2026-09-17,16,4,5,0,1,0.5853,6,3,1,1,1,4,11,3,26,27,35.27,51.69,3933,0.15,0,0,0.2308
2026-09-17,16,5,5,0,1,0.5991,4,2,1,1,1,4,11,3,26,27,28.23,49.28,3826,0.23,0,0,0.1879
2026-09-17,16,6,5,0,1,0.5204,1,1,1,1,1,3,11,3,27,27,48.34,65.4,5271,0.25,1,1,0.0488
2026-09-17,16,7,5,0,1,0.4949,1,1,1,1,1,5,11,5,27,27,41.55,60.39,3870,0.19,1,1,0.0543
2026-09-17,16,8,5,0,1,0.5353,1,1,1,1,1,5,11,5,28,27,33.65,49.29,4439,0.22,1,1,0.0454
2026-09-17,16,9,5,0,1,0.5719,1,1,1,1,1,3,11,3,28,27,25,36.54,4077,0.16,1,1,0.039
2026-09-17,16,10,5,0,1,0.6444,5,3,1,1,1,3,11,3,28,27,23.68,37.89,4342,0.16,0,0,0.2248
2026-09-17,16,11,5,0,1,0.529,4,2,1,1,1,4,11,3,28,27,27.57,49.73,4790,0.22,0,0,0.1853
2026-09-17,16,12,5,0,1,0.5656,1,1,1,1,1,4,11,3,28,27,37.02,53.37,4019,0.23,1,1,0.0388
2026-09-17,18,1,2,0,1,0.4463,1,1,1,1,1,5,3,5,27,27,42.55,55.32,4985,0.13,1,1,0.0634
2026-09-17,18,2,2,0,1,0.4569,1,1,1,1,1,5,3,5,28,26,32.65,53.06,5015,0.09,1,1,0.0611
2026-09-17,18,3,2,0,1,0.4766,1,1,1,1,1,5,5,5,28,27,31.48,51.85,4939,0.1,1,1,0.0564
2026-09-17,18,4,2,0,1,0.4567,3,5,1,1,1,5,3,5,28,27,38.46,50.55,4237,0.07,0,0,0.1629
2026-09-17,18,5,2,0,1,0.4896,1,1,1,1,1,5,5,5,29,27,33.01,46.6,4205,0.12,1,1,0.0543
2026-09-17,18,6,2,0,1,0.4664,1,1,1,1,1,2,3,2,29,27,41.49,59.57,4759,0.02,1,1,0.0578
2026-09-17,18,7,2,0,1,0.4737,1,5,1,1,1,4,3,4,29,27,38.46,53.85,4826,0.06,1,1,0.0566
2026-09-17,18,8,2,0,1,0.4818,2,3,1,1,1,4,5,4,29,27,29.17,46.88,4361,0.19,0,1,0.161
2026-09-17,18,9,2,0,1,0.4548,1,1,1,1,1,4,3,4,29,27,39.18,61.86,3942,0.14,1,1,0.0605
2026-09-17,18,10,2,0,1,0.4349,1,1,1,1,1,4,5,4,29,27,38.1,55.95,4760,0.12,1,1,0.0664
