日付,場コード,レース番号,買い目,最終オッズ
20260730,16,10,1-2-5,17.6
20260730,16,10,1-3-2,26.3
20260730,16,10,1-3-4,21.5
20260730,16,10,1-3-5,10.7
20260730,16,10,1-5-2,15.0
20260730,16,10,1-5-3,10.9
20260730,16,11,1-2-3,21.5
20260730,16,11,1-3-2,22.0
20260730,16,11,1-3-4,9.5
20260730,16,11,1-3-5,10.0
20260730,16,11,1-4-3,16.0
20260730,16,6,1-2-5,8.7
20260730,16,6,1-4-5,13.8
20260730,16,6,1-5-2,7.5
20260730,16,6,1-5-3,11.8
20260730,16,6,1-5-4,10.7
20260730,18,1,1-2-3,10.7
20260730,18,1,1-2-4,5.5
20260730,18,1,1-3-2,18.4
20260730,18,1,1-4-2,7.6
20260730,18,12,1-2-3,12.9
20260730,18,12,1-3-2,10.7
20260730,18,12,1-3-4,4.7
20260730,18,12,1-4-3,7.0
20260730,18,12,3-1-4,30.8
20260730,18,2,1-2-4,16.9
20260730,18,2,1-3-4,13.3
20260730,18,2,1-4-2,11.9
20260730,18,2,1-4-3,11.9
20260730,18,2,1-4-5,5.6
20260730,18,2,1-4-6,9.5
20260730,18,2,1-5-4,11.2
20260730,18,4,1-2-3,6.3
20260730,18,4,1-2-4,4.8
20260730,18,4,1-3-2,15.0
20260730,18,5,1-2-3,18.4
20260730,18,5,1-2-4,11.9
20260730,18,5,1-2-5,10.8
20260730,18,5,1-2-6,3.6
20260730,18,5,1-6-2,11.5
20260730,18,9,1-2-3,13.7
20260730,18,9,1-2-4,7.2
20260730,18,9,1-4-2,9.3
20260730,18,9,2-1-4,40.9
20260730,18,9,4-1-2,68.8
20260730,19,1,1-2-3,9.3
20260730,19,1,1-2-4,14.9
20260730,19,1,1-3-2,12.3
20260730,19,1,1-4-2,19.5
20260730,19,1,1-4-3,18.8
20260730,19,5,1-3-4,7.6
20260730,19,5,1-3-5,17.1
20260730,19,5,1-4-3,7.4
20260730,19,5,1-4-5,8.4
20260730,19,5,1-5-4,26.0
20260730,22,1,1-2-3,5.2
20260730,22,1,1-2-4,9.4
20260730,22,1,1-3-2,7.9
20260730,22,1,1-3-4,12.9
20260730,22,1,1-4-3,29.4
20260730,22,11,1-2-3,6.9
20260730,22,11,1-3-2,8.9
20260730,22,11,1-3-4,8.5
20260730,22,11,1-3-5,8.5
20260730,22,11,1-4-3,14.9
20260730,22,2,1-2-3,26.0
20260730,22,2,1-2-5,13.6
20260730,22,2,1-3-2,25.6
20260730,22,2,1-3-4,60.9
20260730,22,2,1-3-5,15.2
20260730,22,2,1-3-6,24.3
20260730,22,2,1-5-3,21.2
20260730,23,1,1-2-3,18.0
20260730,23,1,1-2-4,10.4
20260730,23,1,1-3-2,25.1
20260730,23,1,1-3-4,35.3
20260730,23,1,1-4-2,13.4
20260730,23,1,1-4-3,35.0
20260730,23,1,1-4-5,11.8
20260730,23,2,1-2-3,8.6
20260730,23,2,1-2-4,6.2
20260730,23,2,1-3-2,19.6
20260730,23,2,1-4-2,15.1
20260730,23,2,1-4-3,40.8
20260730,24,12,1-2-4,4.3
20260730,24,12,1-4-2,5.4
20260730,24,6,1-2-3,19.3
20260730,24,6,1-3-2,22.2
20260730,24,6,1-3-4,26.0
20260730,24,6,1-3-5,8.5
20260730,24,6,1-3-6,11.6
20260730,24,6,1-4-3,43.9
20260730,24,6,1-5-3,13.2
20260730,24,7,1-3-2,9.3
20260730,24,7,1-3-4,6.2
20260730,24,7,1-3-5,3.8
20260730,24,7,1-4-3,17.7
20260730,24,7,1-5-3,12.3
20260731,01,2,1-2-3,9.1
20260731,01,2,1-3-2,10.9
20260731,01,2,1-3-4,16.4
20260731,01,2,2-1-3,25.0
20260731,01,2,3-1-2,23.9
20260731,01,5,1-2-3,18.2
20260731,01,5,1-2-4,10.8
20260731,01,5,1-3-4,14.6
20260731,01,5,1-4-2,11.1
20260731,01,5,1-4-3,14.8
20260731,01,6,1-2-3,14.3
20260731,01,6,1-3-2,9.2
20260731,01,6,1-3-4,7.7
20260731,01,7,1-2-3,19.8
20260731,01,7,1-3-2,7.4
20260731,01,7,1-3-4,11.2
20260731,01,7,1-3-5,8.0
20260731,01,7,3-1-2,13.2
20260731,01,8,1-2-5,10.0
20260731,01,8,1-3-5,14.4
20260731,01,8,1-4-5,46.7
20260731,01,8,1-5-2,14.3
20260731,01,8,1-5-3,18.6
20260731,01,8,1-5-4,41.5
20260731,01,8,1-5-6,15.9
20260731,05,10,1-2-3,17.0
20260731,05,10,1-2-4,5.1
20260731,05,10,1-2-5,13.4
20260731,05,10,1-4-2,9.8
20260731,05,10,2-1-4,31.6
20260731,05,3,1-2-3,14.3
20260731,05,3,1-2-4,19.6
20260731,05,3,1-2-5,7.7
20260731,05,3,1-4-2,29.5
20260731,05,3,1-5-2,9.4
20260731,05,8,1-3-4,11.0
20260731,05,8,1-3-5,6.4
20260731,05,8,1-4-3,23.4
20260731,05,8,1-5-3,10.8
20260731,05,8,1-5-4,21.3
20260731,06,10,1-2-3,11.8
20260731,06,10,1-3-2,9.7
20260731,06,10,1-3-4,4.5
20260731,06,10,1-4-3,12.6
20260731,06,4,1-2-3,7.2
20260731,06,4,1-2-4,8.4
20260731,06,4,1-3-2,9.7
20260731,06,4,1-4-2,15.9
20260731,06,8,1-2-4,10.4
20260731,06,8,1-4-2,7.0
20260731,06,8,1-4-3,14.9
20260731,06,8,1-4-5,11.0
20260731,06,8,4-1-2,14.8
20260731,08,1,1-3-4,9.2
20260731,08,1,1-4-2,27.6
20260731,08,1,1-4-3,9.3
20260731,08,1,3-1-4,47.6
20260731,08,1,4-1-3,43.9
20260731,08,10,1-2-4,5.9
20260731,08,10,1-2-5,13.4
20260731,08,10,1-2-6,4.1
20260731,08,10,1-4-2,13.6
20260731,08,10,2-1-4,33.3
20260731,08,5,1-2-3,9.4
20260731,08,5,1-2-4,4.8
20260731,08,5,1-3-2,17.9
20260731,08,5,1-4-2,7.3
20260731,08,5,2-1-4,51.9
20260731,10,1,1-3-2,41.8
20260731,10,1,1-3-4,4.2
20260731,10,1,1-4-3,5.7
20260731,10,2,1-2-3,4.5
20260731,10,2,1-2-4,12.9
20260731,10,2,1-3-2,4.4
20260731,10,2,2-1-3,52.4
20260731,10,2,3-1-2,24.5
20260731,10,4,1-2-3,23.7
20260731,10,4,1-2-4,34.8
20260731,10,4,1-2-5,18.0
20260731,10,4,1-2-6,20.4
20260731,10,4,1-3-2,29.3
20260731,10,4,1-5-2,24.2
20260731,10,4,1-5-3,31.5
20260731,13,6,1-2-4,10.8
20260731,13,6,1-4-2,11.2
20260731,13,6,1-4-3,8.1
20260731,13,6,1-4-5,7.9
20260731,13,6,1-5-4,21.2
20260731,13,7,1-2-3,5.2
20260731,13,7,1-2-5,13.5
20260731,13,7,1-2-6,5.1
20260731,13,7,1-3-2,17.3
20260731,13,7,2-1-3,12.8
20260731,15,5,1-2-4,9.4
20260731,15,5,1-4-2,9.0
20260731,15,5,1-4-3,21.6
20260731,15,5,4-1-2,34.5
20260731,15,7,1-2-3,8.6
20260731,15,7,1-3-2,5.5
20260731,15,7,1-3-4,4.3
20260731,15,7,1-3-5,7.9
20260731,15,7,1-4-3,13.1
20260731,15,8,1-3-4,7.7
20260731,15,8,1-4-3,10.1
20260731,15,8,1-4-5,7.6
20260731,15,8,1-5-3,12.1
20260731,15,8,1-5-4,11.0
20260731,16,1,1-2-3,23.4
20260731,16,1,1-3-2,13.1
20260731,16,1,1-3-4,4.8
20260731,16,1,1-4-3,8.6
20260731,16,10,1-2-3,3.9
20260731,16,10,1-2-4,5.3
20260731,16,10,1-3-2,8.2
20260731,16,10,1-3-4,15.1
20260731,16,10,2-1-3,36.0
20260731,16,3,1-2-3,13.8
20260731,16,3,1-2-4,11.4
20260731,16,3,1-3-2,15.4
20260731,16,3,1-4-2,11.9
20260731,16,6,1-2-3,10.4
20260731,16,6,1-3-2,9.0
20260731,16,6,1-3-4,7.7
20260731,16,6,1-4-3,16.0
20260731,16,6,3-1-4,21.7
20260731,16,9,1-3-2,11.9
20260731,16,9,1-3-4,4.6
20260731,16,9,1-4-3,5.5
20260731,16,9,3-1-4,25.5
20260731,16,9,4-1-3,32.7
20260731,18,1,1-2-3,5.8
20260731,18,1,1-3-2,7.7
20260731,18,1,1-3-5,6.6
20260731,18,1,1-5-3,11.9
20260731,18,3,1-2-3,12.5
20260731,18,3,1-2-5,7.6
20260731,18,3,1-3-5,11.6
20260731,18,3,1-5-2,9.1
20260731,18,3,1-5-3,15.8
20260731,18,4,1-2-3,4.4
20260731,18,4,1-2-4,6.6
20260731,18,4,1-2-5,5.0
20260731,18,4,1-3-2,8.9
20260731,18,4,1-4-2,14.2
20260731,18,5,1-2-3,25.0
20260731,18,5,1-3-2,12.3
20260731,18,5,1-3-4,8.0
20260731,18,5,1-3-5,5.2
20260731,18,5,1-5-3,11.6
20260731,18,6,1-2-3,7.9
20260731,18,6,1-3-2,6.5
20260731,18,6,1-3-4,24.2
20260731,18,6,1-3-6,4.2
20260731,18,6,3-1-2,44.8
20260731,18,7,1-2-3,16.0
20260731,18,7,1-3-2,8.3
20260731,18,7,1-3-4,8.2
20260731,18,7,1-3-5,10.4
20260731,18,7,1-4-3,18.7
20260731,18,8,1-2-5,8.9
20260731,18,8,1-3-5,6.5
20260731,18,8,1-5-2,8.5
20260731,18,8,1-5-3,7.2
20260731,18,8,1-5-4,37.1
20260731,18,9,1-2-3,12.3
20260731,18,9,1-3-2,10.3
20260731,18,9,1-3-4,8.6
20260731,18,9,1-3-6,9.3
20260731,19,11,1-2-3,5.2
20260731,19,11,1-2-4,7.0
20260731,19,11,1-3-2,5.9
20260731,19,11,1-3-4,6.5
20260731,19,11,1-4-2,13.5
20260731,19,4,1-2-3,6.8
20260731,19,4,1-3-2,6.8
20260731,19,4,1-3-4,7.6
20260731,19,4,1-3-6,11.1
20260731,19,4,1-4-3,20.7
20260731,19,5,1-2-3,16.4
20260731,19,5,1-3-2,14.9
20260731,19,5,1-3-4,9.5
20260731,19,5,1-3-5,6.4
20260731,19,5,1-4-3,16.1
20260731,19,8,1-2-4,19.8
20260731,19,8,1-3-4,6.3
20260731,19,8,1-4-2,11.5
20260731,19,8,1-4-3,5.9
20260731,19,8,1-4-5,7.7
20260731,20,10,1-2-3,21.6
20260731,20,10,1-3-2,12.4
20260731,20,10,1-3-4,15.1
20260731,20,10,1-3-5,5.9
20260731,20,10,1-5-3,12.4
20260731,20,3,1-2-3,9.2
20260731,20,3,1-3-2,6.8
20260731,20,3,1-3-4,14.7
20260731,20,3,1-3-5,8.7
20260731,20,3,1-3-6,5.7
20260731,20,3,1-4-3,29.6
20260731,20,3,1-5-3,26.9
20260731,20,3,1-6-3,15.2
20260731,20,7,1-2-3,7.0
20260731,20,7,1-3-2,5.2
20260731,20,7,1-3-4,8.7
20260731,20,7,1-3-5,6.0
20260731,20,7,1-4-3,17.9
20260731,20,8,1-2-3,3.7
20260731,20,8,1-3-2,3.6
20260731,20,8,1-3-5,7.6
20260731,20,8,2-1-3,37.5
20260731,20,8,3-1-2,32.2
20260731,20,9,1-3-2,12.6
20260731,20,9,1-3-4,5.7
20260731,20,9,1-3-5,16.8
20260731,20,9,1-3-6,7.0
20260731,20,9,1-4-3,13.3
20260731,22,1,1-2-3,17.2
20260731,22,1,1-3-2,16.4
20260731,22,1,1-3-4,17.2
20260731,22,11,1-2-4,8.1
20260731,22,11,1-4-2,9.5
20260731,22,11,1-4-3,9.0
20260731,22,11,1-4-5,12.0
20260731,22,11,4-1-2,53.6
20260731,22,7,1-2-3,9.4
20260731,22,7,1-3-2,10.4
20260731,22,7,1-3-4,16.7
20260731,22,7,1-3-5,23.6
20260731,22,7,1-3-6,9.3
20260731,22,7,1-4-3,43.4
20260731,22,7,1-5-3,60.2
20260731,23,1,1-2-3,11.5
20260731,23,1,1-2-5,11.5
20260731,23,1,1-3-2,20.4
20260731,23,1,1-5-2,14.4
20260731,23,1,2-1-3,14.4
20260731,23,2,1-2-3,4.7
20260731,23,2,1-2-4,7.1
20260731,23,2,1-3-2,11.6
20260731,23,2,1-4-2,20.0
20260731,23,2,2-1-3,9.4
20260731,23,3,1-2-3,11.3
20260731,23,3,1-3-2,7.4
20260731,23,3,1-3-4,5.0
20260731,23,3,1-3-5,9.1
20260731,23,3,1-4-3,13.4
20260731,24,5,1-2-3,4.7
20260731,24,5,1-2-4,7.7
20260731,24,5,1-3-2,5.3
20260731,24,5,1-4-2,11.8
20260731,24,5,1-4-3,14.0
20260731,24,7,1-2-3,4.4
20260731,24,7,1-3-2,2.5
20260731,24,7,1-3-4,
20260731,24,7,1-3-5,5.4
20260731,24,7,3-1-2,13.0
20260731,24,8,1-2-3,14.2
20260731,24,8,1-3-2,10.9
20260731,24,8,1-3-4,11.4
20260731,24,8,1-4-3,38.0
20260731,24,8,3-1-2,29.5
20260731,24,9,1-2-3,5.2
20260731,24,9,1-3-2,6.0
20260731,24,9,1-3-4,24.3
20260731,24,9,2-1-3,35.7
20260731,24,9,3-1-2,37.6
20260801,01,3,1-2-3,8.6
20260801,01,3,1-2-4,35.0
20260801,01,3,1-3-2,16.5
20260801,01,3,2-1-3,7.7
20260801,01,3,3-1-2,37.4
20260801,01,6,1-2-3,21.0
20260801,01,6,1-2-4,11.4
20260801,01,6,1-3-2,34.0
20260801,01,6,1-4-2,15.5
20260801,01,7,1-2-3,9.8
20260801,01,7,1-3-2,5.8
20260801,01,7,1-3-4,8.3
20260801,01,7,1-3-5,15.3
20260801,01,7,3-1-2,9.8
20260801,01,8,1-2-3,27.2
20260801,01,8,1-2-5,8.8
20260801,01,8,1-5-2,8.1
20260801,01,8,1-5-3,21.4
20260801,01,9,1-2-3,17.3
20260801,01,9,1-2-4,8.5
20260801,01,9,1-3-2,28.3
20260801,01,9,1-4-2,11.7
20260801,05,5,1-2-3,61.0
20260801,05,5,1-3-2,50.1
20260801,05,5,1-3-5,12.7
20260801,05,5,1-5-2,23.1
20260801,05,5,1-5-3,10.6
20260801,05,7,1-2-3,6.3
20260801,05,7,1-3-2,5.3
20260801,05,7,1-3-4,4.7
20260801,05,7,1-4-2,14.1
20260801,05,7,1-4-3,9.5
20260801,05,8,1-2-3,4.7
20260801,05,8,1-2-4,14.5
20260801,05,8,1-2-5,11.3
20260801,05,8,1-3-2,12.9
20260801,05,8,2-1-3,17.4
20260801,06,4,1-2-3,7.6
20260801,06,4,1-2-4,7.0
20260801,06,4,1-3-2,10.9
20260801,06,4,1-3-4,12.3
20260801,06,4,1-4-2,12.5
20260801,06,8,1-2-4,11.2
20260801,06,8,1-3-4,6.5
20260801,06,8,1-4-2,7.7
20260801,06,8,1-4-3,5.7
20260801,06,8,4-1-2,27.5
20260801,08,1,1-2-3,11.6
20260801,08,1,1-2-6,4.3
20260801,08,10,1-2-3,10.5
20260801,08,10,1-3-2,5.5
20260801,08,10,1-3-5,3.8
20260801,08,10,1-5-3,11.1
20260801,08,10,3-1-2,20.6
20260801,10,1,1-2-3,12.8
20260801,10,1,1-2-4,8.5
20260801,10,1,1-2-5,24.0
20260801,10,1,1-3-2,17.5
20260801,10,1,1-3-4,12.9
20260801,10,1,1-4-2,9.6
20260801,10,1,1-4-3,15.0
20260801,10,1,1-4-5,19.4
20260801,10,10,1-2-3,7.4
20260801,10,10,1-3-2,7.2
20260801,10,10,1-3-4,5.5
20260801,10,10,1-4-2,17.6
20260801,10,10,1-4-3,12.0
20260801,10,11,1-2-4,7.6
20260801,10,11,1-3-4,10.1
20260801,10,11,1-4-2,7.9
20260801,10,11,1-4-3,10.6
20260801,10,11,1-4-5,15.8
20260801,10,3,1-3-2,24.0
20260801,10,3,1-3-4,4.7
20260801,10,3,1-3-5,4.3
20260801,10,3,1-4-3,13.1
20260801,10,3,1-5-3,9.8
20260801,10,4,1-2-3,25.5
20260801,10,4,1-2-5,16.9
20260801,10,4,1-3-5,10.6
20260801,10,4,1-5-2,18.8
20260801,10,4,1-5-3,12.3
20260801,10,4,1-5-4,15.6
20260801,10,4,1-5-6,15.8
20260801,10,5,1-2-4,10.7
20260801,10,5,1-3-4,35.0
20260801,10,5,1-4-2,11.6
20260801,10,5,1-4-3,25.6
20260801,10,5,1-4-5,15.7
20260801,10,5,1-4-6,9.7
20260801,10,5,1-5-4,34.8
20260801,10,6,1-2-3,8.8
20260801,10,6,1-2-4,7.0
20260801,10,6,1-3-2,10.1
20260801,10,6,1-3-4,9.4
20260801,10,6,1-4-2,10.7
20260801,13,2,1-3-2,28.8
20260801,13,2,1-3-4,22.4
20260801,13,2,1-3-6,5.4
20260801,13,2,1-4-3,59.0
20260801,13,2,1-6-3,4.8
20260801,13,6,1-2-3,28.5
20260801,13,6,1-2-4,9.3
20260801,13,6,1-3-4,20.6
20260801,13,6,1-4-2,6.6
20260801,13,6,1-4-3,12.6
20260801,13,9,1-2-3,10.3
20260801,13,9,1-3-2,13.0
20260801,13,9,1-3-4,10.7
20260801,13,9,1-4-2,14.0
20260801,13,9,1-4-3,17.6
20260801,15,12,1-2-3,6.7
20260801,15,12,1-2-4,21.9
20260801,15,12,1-2-6,6.6
20260801,15,12,1-3-2,9.1
20260801,15,3,1-2-4,7.1
20260801,15,3,1-2-5,7.1
20260801,15,3,1-4-2,8.1
20260801,15,3,1-4-5,7.0
20260801,15,3,1-5-2,8.0
20260801,16,1,1-2-3,6.5
20260801,16,1,1-2-4,5.2
20260801,16,1,1-3-2,16.7
20260801,16,1,1-4-2,7.5
20260801,16,1,1-4-3,21.5
20260801,16,4,1-2-3,18.9
20260801,16,4,1-3-2,13.7
20260801,16,4,1-3-4,16.5
20260801,16,4,1-3-6,10.2
20260801,16,4,1-4-3,38.8
20260801,16,6,1-2-4,31.3
20260801,16,6,1-2-5,18.4
20260801,16,6,1-2-6,17.0
20260801,16,6,1-4-2,35.8
20260801,16,6,1-5-2,21.4
20260801,16,7,1-2-4,17.4
20260801,16,7,1-3-4,11.7
20260801,16,7,1-4-2,24.7
20260801,16,7,1-4-3,17.9
20260801,16,7,1-4-5,30.3
20260801,16,7,1-4-6,10.6
20260801,16,7,1-5-4,69.8
20260801,16,9,1-2-3,8.9
20260801,16,9,1-2-4,6.8
20260801,16,9,1-4-2,8.7
20260801,16,9,1-4-3,10.6
20260801,18,1,1-2-3,5.4
20260801,18,1,1-2-4,10.4
20260801,18,1,1-3-2,7.2
20260801,18,1,1-4-2,19.5
20260801,18,3,1-2-3,8.0
20260801,18,3,1-2-4,10.1
20260801,18,3,1-2-5,17.4
20260801,18,3,1-2-6,5.7
20260801,18,3,1-3-2,16.0
20260801,18,4,1-2-3,5.3
20260801,18,4,1-2-4,3.9
20260801,18,4,1-2-5,9.0
20260801,18,4,1-3-2,10.9
20260801,18,4,1-4-2,8.0
20260801,18,7,1-2-3,4.5
20260801,18,7,1-3-2,8.5
20260801,18,7,1-3-4,20.8
20260801,18,7,1-4-3,34.1
20260801,18,8,1-2-3,14.4
20260801,18,8,1-2-4,17.6
20260801,18,8,1-2-5,21.7
20260801,18,8,1-4-2,29.3
20260801,18,8,1-4-5,28.2
20260801,18,8,1-5-2,50.9
20260801,18,8,1-5-4,47.7
20260801,18,9,1-2-3,9.1
20260801,18,9,1-2-4,9.6
20260801,18,9,1-3-2,11.0
20260801,18,9,1-3-4,8.1
20260801,18,9,1-4-3,12.0
20260801,20,1,1-2-4,7.9
20260801,20,1,1-4-2,10.3
20260801,20,1,1-4-3,28.1
20260801,20,1,1-4-6,10.3
20260801,20,10,1-3-2,14.0
20260801,20,10,1-3-4,7.4
20260801,20,10,1-3-5,15.1
20260801,20,10,1-4-3,11.0
20260801,20,2,1-2-3,24.2
20260801,20,2,1-3-2,21.8
20260801,20,2,1-3-6,11.0
20260801,20,2,1-6-3,13.7
20260801,20,2,3-1-2,99.2
20260801,20,4,1-2-3,13.3
20260801,20,4,1-2-4,13.0
20260801,20,4,1-2-6,6.6
20260801,20,4,1-3-2,22.4
20260801,20,4,1-3-6,20.3
20260801,20,4,1-4-2,27.7
20260801,20,4,1-6-2,11.3
20260801,20,6,1-2-3,10.5
20260801,20,6,1-3-2,9.6
20260801,20,6,1-3-4,9.3
20260801,20,6,1-3-5,10.6
20260801,20,6,1-4-3,19.4
20260801,20,7,1-2-4,35.8
20260801,20,7,1-2-5,7.4
20260801,20,7,1-4-5,46.3
20260801,20,7,1-5-2,6.6
20260801,20,7,1-5-4,30.0
20260801,20,9,1-2-3,28.5
20260801,20,9,1-3-2,18.3
20260801,20,9,1-3-4,4.6
20260801,20,9,1-4-3,8.1
20260801,20,9,3-1-4,13.0
20260801,22,1,1-2-3,6.9
20260801,22,1,1-2-4,5.2
20260801,22,1,1-2-5,8.1
20260801,22,1,1-4-2,8.6
20260801,22,1,1-5-2,16.9
20260801,22,9,1-2-3,4.2
20260801,22,9,1-2-4,6.5
20260801,23,1,1-2-3,6.5
20260801,23,1,1-2-4,5.8
20260801,23,1,1-3-2,9.5
20260801,23,1,1-4-2,10.0
20260801,23,1,1-4-3,14.7
20260801,23,10,1-2-3,5.1
20260801,23,10,1-2-4,5.9
20260801,23,10,1-3-2,7.4
20260801,23,10,1-3-4,7.2
20260801,23,10,1-4-2,10.9
20260801,23,2,1-2-3,3.8
20260801,23,2,1-2-5,14.8
20260801,23,2,1-2-6,6.8
20260801,23,2,1-3-2,6.7
20260801,23,2,2-1-3,13.0
20260801,23,3,1-2-3,15.3
20260801,23,3,1-2-4,10.4
20260801,23,3,1-2-5,14.0
20260801,23,3,1-3-2,17.1
20260801,23,3,1-3-4,13.9
20260801,23,3,1-4-2,9.5
20260801,23,3,1-5-2,24.5
20260801,23,5,1-2-4,21.5
20260801,23,5,1-3-2,23.4
20260801,23,5,1-3-4,5.8
20260801,23,5,1-4-2,15.3
20260801,23,5,1-4-3,6.6
20260802,01,12,1-2-3,6.5
20260802,01,12,1-2-4,9.9
20260802,01,12,1-3-2,8.5
20260802,01,12,1-4-2,19.4
20260802,01,12,2-1-3,62.5
20260802,01,6,1-2-3,5.2
20260802,01,6,1-2-4,10.3
20260802,01,6,1-3-2,5.7
20260802,01,6,1-3-4,9.0
20260802,01,7,1-2-3,8.2
20260802,01,7,1-3-2,6.6
20260802,01,7,1-3-4,12.8
20260802,01,7,1-3-5,12.1
20260802,01,7,1-4-3,50.4
20260802,01,8,1-3-4,17.0
20260802,01,8,1-3-5,13.3
20260802,01,8,1-4-3,20.0
20260802,01,8,1-4-5,11.7
20260802,01,8,1-5-4,11.3
20260802,05,8,1-2-3,7.2
20260802,05,8,1-2-5,6.6
20260802,05,8,1-2-6,4.9
20260802,05,8,1-3-2,22.9
20260802,05,8,2-1-3,43.5
20260802,05,9,1-2-3,14.1
20260802,05,9,1-2-4,20.1
20260802,05,9,1-3-2,14.1
20260802,05,9,1-3-4,12.6
20260802,05,9,1-4-2,30.9
20260802,06,4,1-2-3,5.7
20260802,06,4,1-2-4,5.9
20260802,06,4,1-3-2,8.1
20260802,06,4,1-4-2,11.3
20260802,06,4,1-4-3,14.5
20260802,06,8,1-2-4,18.2
20260802,06,8,1-3-4,9.3
20260802,06,8,1-4-2,10.8
20260802,06,8,1-4-3,6.2
20260802,06,8,1-4-5,6.3
20260802,08,1,1-2-3,5.3
20260802,08,1,1-2-4,6.6
20260802,08,1,1-3-2,7.1
20260802,08,1,1-3-4,8.9
20260802,08,1,1-4-2,10.3
20260802,08,6,1-2-3,17.6
20260802,08,6,1-2-4,7.0
20260802,08,6,1-2-6,13.4
20260802,08,6,1-4-2,8.1
20260802,08,6,2-1-4,37.5
20260802,08,8,1-4-5,9.6
20260802,08,8,1-5-2,8.3
20260802,08,8,1-5-3,20.0
20260802,08,8,1-5-4,5.9
20260802,08,8,5-1-4,22.5
20260802,13,6,1-2-4,21.0
20260802,13,6,1-4-2,12.8
20260802,13,6,1-4-3,6.6
20260802,13,7,1-3-5,8.3
20260802,13,7,1-3-6,25.0
20260802,13,7,1-5-3,7.1
20260802,13,7,3-1-5,17.5
20260802,13,7,5-1-3,14.1
20260802,13,8,1-2-3,14.6
20260802,13,8,1-2-4,7.4
20260802,13,8,1-2-6,3.7
20260802,13,8,1-4-2,22.8
20260802,13,8,2-1-4,22.5
20260802,15,3,1-3-2,10.2
20260802,15,3,1-3-4,6.4
20260802,15,3,1-3-5,6.9
20260802,15,3,1-4-3,12.1
20260802,15,3,1-5-3,16.3
20260802,15,4,1-2-3,23.2
20260802,15,4,1-2-6,11.1
20260802,15,4,1-3-2,26.8
20260802,15,4,1-3-4,28.6
20260802,15,4,1-3-5,41.7
20260802,15,4,1-3-6,9.1
20260802,15,4,1-6-2,7.7
20260802,15,4,1-6-3,7.8
20260802,15,5,1-2-3,18.2
20260802,15,5,1-2-4,12.0
20260802,15,5,1-2-5,5.5
20260802,15,5,1-5-2,8.7
20260802,15,6,1-2-5,9.4
20260802,15,6,1-3-5,14.2
20260802,15,6,1-5-2,6.1
20260802,15,6,1-5-3,9.9
20260802,15,7,1-2-3,10.5
20260802,15,7,1-2-4,5.9
20260802,15,7,1-3-2,21.1
20260802,15,7,1-4-2,14.1
20260802,15,7,2-1-4,24.9
20260802,15,8,1-2-3,10.2
20260802,15,8,1-2-5,25.7
20260802,15,8,1-2-6,7.7
20260802,15,8,1-3-2,16.7
20260802,15,8,1-3-6,15.5
20260802,15,8,1-6-2,14.1
20260802,15,8,1-6-3,24.6
20260802,16,1,1-2-3,6.7
20260802,16,1,1-2-4,11.3
20260802,16,1,1-3-2,7.0
20260802,16,1,1-3-4,7.0
20260802,16,1,1-4-2,14.0
20260802,16,11,1-2-3,5.3
20260802,16,11,1-3-2,6.7
20260802,16,11,1-3-4,6.7
20260802,16,11,1-4-2,11.3
20260802,16,11,1-4-3,10.5
20260802,16,2,1-3-4,18.2
20260802,16,2,1-4-2,57.6
20260802,16,2,1-4-3,17.0
20260802,16,2,1-4-5,30.9
20260802,16,5,1-2-3,7.6
20260802,16,5,1-3-2,5.7
20260802,16,5,1-3-4,7.0
20260802,16,5,1-3-5,15.4
20260802,16,5,1-4-3,19.1
20260802,16,6,1-2-4,9.8
20260802,16,6,1-3-2,10.2
20260802,16,6,1-3-4,4.7
20260802,16,6,1-4-2,6.5
20260802,16,6,1-4-3,4.9
20260802,20,2,1-2-3,7.5
20260802,20,2,1-2-4,11.6
20260802,20,2,1-3-2,11.8
20260802,20,2,1-4-2,21.3
20260802,20,2,1-4-3,30.0
20260802,20,4,1-3-4,10.1
20260802,20,4,1-3-6,12.0
20260802,20,4,1-4-2,15.8
20260802,20,4,1-4-3,10.2
20260802,20,4,1-4-6,4.0
20260802,20,6,1-2-3,13.1
20260802,20,6,1-3-2,14.7
20260802,20,6,1-3-4,7.6
20260802,20,6,1-4-2,8.6
20260802,20,6,1-4-3,9.8
20260802,20,7,1-2-4,14.8
20260802,20,7,1-3-2,13.0
20260802,20,7,1-3-4,5.7
20260802,20,7,1-4-2,14.9
20260802,20,7,1-4-3,8.3
20260802,21,1,1-2-3,11.4
20260802,21,1,1-3-2,9.0
20260802,21,1,1-3-4,16.4
20260802,21,1,1-3-5,9.7
20260802,21,1,1-4-3,30.9
20260802,21,2,1-2-4,10.0
20260802,21,2,1-3-4,12.0
20260802,21,2,1-4-2,7.0
20260802,21,2,1-4-3,7.9
20260802,21,2,1-4-5,12.3
20260802,21,4,1-2-4,9.3
20260802,21,4,1-4-2,10.0
20260802,21,4,1-4-3,23.7
20260802,21,4,1-4-5,9.2
20260802,21,4,1-5-4,20.8
20260802,21,5,1-2-3,30.4
20260802,21,5,1-2-4,13.8
20260802,21,5,1-3-2,27.0
20260802,21,5,1-3-4,7.4
20260802,21,5,1-4-2,11.8
20260802,21,5,1-4-3,7.2
20260802,21,5,1-4-5,6.9
20260802,22,1,1-2-3,6.6
