racer_id,stadium_number,entry_course_actual,races,wins,win_rate,low_sample
2878,18,1,4,2,0.5,1
2878,18,2,3,1,0.3333,1
2878,18,3,4,1,0.25,1
2878,18,4,2,0,0.0,1
2878,18,5,6,0,0.0,1
2878,18,6,1,0,0.0,1
2878,2,1,1,1,1.0,1
2878,2,2,3,1,0.3333,1
2878,2,3,1,0,0.0,1
2878,2,4,2,0,0.0,1
2878,2,5,2,0,0.0,1
2878,2,6,1,0,0.0,1
2878,21,1,1,1,1.0,1
2878,21,2,2,0,0.0,1
2878,21,3,4,0,0.0,1
2878,21,4,1,0,0.0,1
2878,21,5,3,0,0.0,1
2878,22,1,5,3,0.6,1
2878,22,2,3,2,0.6667,1
2878,22,3,4,0,0.0,1
2878,22,4,7,0,0.0,1
2878,22,5,1,0,0.0,1
2878,22,6,4,0,0.0,1
2878,23,1,3,1,0.3333,1
2878,23,2,2,0,0.0,1
2878,23,3,4,0,0.0,1
2878,23,4,1,0,0.0,1
2878,23,5,3,0,0.0,1
2878,23,6,1,0,0.0,1
2878,24,1,2,2,1.0,1
2878,24,2,2,1,0.5,1
2878,24,3,3,0,0.0,1
2878,24,4,1,0,0.0,1
2878,24,5,2,0,0.0,1
2878,4,1,1,0,0.0,1
2878,4,2,2,1,0.5,1
2878,4,3,3,0,0.0,1
2878,4,4,2,1,0.5,1
2878,4,5,1,0,0.0,1
2878,5,1,7,3,0.4286,1
2878,5,2,3,0,0.0,1
2878,5,3,6,0,0.0,1
2878,5,4,5,0,0.0,1
2878,5,5,6,0,0.0,1
2878,5,6,2,0,0.0,1
2878,7,1,4,0,0.0,1
2878,7,2,2,0,0.0,1
2878,7,3,4,1,0.25,1
2878,7,4,1,0,0.0,1
2878,7,5,3,0,0.0,1
2878,7,6,2,1,0.5,1
2878,8,1,4,0,0.0,1
2878,8,2,3,0,0.0,1
2878,8,3,3,0,0.0,1
2878,8,4,2,0,0.0,1
2878,8,5,4,0,0.0,1
2878,8,6,3,0,0.0,1
2878,9,1,3,2,0.6667,1
2878,9,2,4,0,0.0,1
2878,9,3,4,0,0.0,1
2878,9,4,5,0,0.0,1
2878,9,5,1,0,0.0,1
2878,9,6,2,0,0.0,1
3024,10,1,5,3,0.6,1
3024,10,2,4,2,0.5,1
3024,11,1,4,1,0.25,1
3024,11,2,15,0,0.0,0
3024,12,1,4,2,0.5,1
3024,12,2,3,0,0.0,1
3024,12,3,1,0,0.0,1
3024,13,1,3,3,1.0,1
3024,13,2,10,4,0.4,0
3024,13,3,1,0,0.0,1
3024,14,1,11,5,0.4545,0
3024,14,2,15,4,0.2667,0
3024,15,1,6,3,0.5,1
3024,15,2,7,2,0.2857,1
3024,15,3,2,1,0.5,1
3024,16,1,7,2,0.2857,1
3024,16,2,13,0,0.0,0
3024,17,1,14,1,0.0714,0
3024,17,2,13,3,0.2308,0
3024,17,3,1,0,0.0,1
3024,18,1,6,2,0.3333,1
3024,18,2,4,0,0.0,1
3024,19,1,6,2,0.3333,1
3024,19,2,2,0,0.0,1
3024,20,1,3,3,1.0,1
3024,20,2,3,1,0.3333,1
3024,21,1,5,5,1.0,1
3024,21,2,5,2,0.4,1
3024,24,1,5,2,0.4,1
3024,24,2,14,5,0.3571,0
3024,24,3,1,0,0.0,1
3024,3,1,1,0,0.0,1
3024,3,2,1,0,0.0,1
3024,3,3,3,0,0.0,1
3024,3,4,1,1,1.0,1
3024,3,5,1,0,0.0,1
3024,3,6,1,0,0.0,1
3024,7,1,9,7,0.7778,1
3024,7,2,1,0,0.0,1
3024,8,1,9,5,0.5556,1
3024,8,2,9,1,0.1111,1
3024,9,1,4,3,0.75,1
3024,9,2,6,4,0.6667,1
3054,1,1,2,2,1.0,1
3054,1,2,2,0,0.0,1
3054,1,3,2,0,0.0,1
3054,1,4,5,1,0.2,1
3054,1,5,1,0,0.0,1
3054,1,6,1,0,0.0,1
3054,10,1,3,1,0.3333,1
3054,10,2,3,0,0.0,1
3054,10,3,2,0,0.0,1
3054,10,4,1,0,0.0,1
3054,10,5,2,0,0.0,1
3054,10,6,3,0,0.0,1
3054,11,1,1,0,0.0,1
3054,11,3,1,0,0.0,1
3054,11,4,1,0,0.0,1
3054,12,1,1,1,1.0,1
3054,12,2,1,1,1.0,1
3054,12,3,2,0,0.0,1
3054,12,4,2,0,0.0,1
3054,12,5,2,0,0.0,1
3054,14,1,1,0,0.0,1
3054,14,2,1,0,0.0,1
3054,14,3,1,0,0.0,1
3054,14,6,1,0,0.0,1
3054,15,1,1,0,0.0,1
3054,15,2,2,1,0.5,1
3054,15,3,1,0,0.0,1
3054,15,4,1,0,0.0,1
3054,15,5,1,0,0.0,1
3054,15,6,8,0,0.0,1
3054,17,1,10,5,0.5,0
3054,17,2,13,1,0.0769,0
3054,17,3,11,2,0.1818,0
3054,17,4,11,2,0.1818,0
3054,17,5,13,0,0.0,0
3054,17,6,7,0,0.0,1
3054,19,1,3,1,0.3333,1
3054,19,2,3,1,0.3333,1
3054,19,3,1,0,0.0,1
3054,19,4,3,0,0.0,1
3054,19,5,4,0,0.0,1
3054,19,6,5,0,0.0,1
3054,20,1,1,1,1.0,1
3054,20,2,2,1,0.5,1
3054,20,3,2,0,0.0,1
3054,20,4,1,0,0.0,1
3054,20,5,1,0,0.0,1
3054,20,6,2,0,0.0,1
3054,21,1,2,1,0.5,1
3054,21,2,3,1,0.3333,1
3054,21,3,2,1,0.5,1
3054,21,4,2,0,0.0,1
3054,21,5,5,0,0.0,1
3054,21,6,3,0,0.0,1
3054,22,1,4,1,0.25,1
3054,22,2,2,0,0.0,1
3054,22,3,2,1,0.5,1
3054,22,4,5,1,0.2,1
3054,22,5,2,0,0.0,1
3054,22,6,1,0,0.0,1
3054,23,1,2,0,0.0,1
3054,23,2,1,0,0.0,1
3054,23,3,2,1,0.5,1
3054,23,4,1,0,0.0,1
3054,23,6,1,0,0.0,1
3054,24,1,1,0,0.0,1
3054,24,2,2,1,0.5,1
3054,24,3,2,1,0.5,1
3054,24,4,3,0,0.0,1
3054,24,6,1,0,0.0,1
3054,4,1,2,2,1.0,1
3054,4,2,2,0,0.0,1
3054,4,3,1,0,0.0,1
3054,4,4,1,0,0.0,1
3054,4,5,2,0,0.0,1
3054,4,6,1,0,0.0,1
3054,6,1,1,1,1.0,1
3054,6,2,2,0,0.0,1
3054,6,3,1,0,0.0,1
3054,6,4,2,1,0.5,1
3054,6,5,1,0,0.0,1
3054,6,6,2,0,0.0,1
3054,8,1,2,1,0.5,1
3054,8,2,1,1,1.0,1
3054,8,3,2,1,0.5,1
3054,8,4,2,0,0.0,1
3054,8,6,2,0,0.0,1
3054,9,1,1,1,1.0,1
3054,9,2,2,0,0.0,1
3054,9,3,2,0,0.0,1
3054,9,4,1,0,0.0,1
3054,9,5,3,0,0.0,1
3070,10,1,2,2,1.0,1
3070,10,2,6,1,0.1667,1
3070,10,3,1,0,0.0,1
3070,10,4,2,0,0.0,1
3070,11,1,1,0,0.0,1
3070,11,2,3,0,0.0,1
3070,11,3,2,0,0.0,1
3070,11,4,2,0,0.0,1
3070,11,5,1,0,0.0,1
3070,13,1,1,0,0.0,1
3070,13,2,4,1,0.25,1
3070,13,3,2,0,0.0,1
3070,13,4,1,0,0.0,1
3070,14,1,1,1,1.0,1
3070,14,2,2,0,0.0,1
3070,14,3,2,0,0.0,1
3070,14,4,3,0,0.0,1
3070,17,1,2,2,1.0,1
3070,17,2,5,1,0.2,1
3070,17,3,3,0,0.0,1
3070,17,4,1,1,1.0,1
3070,18,1,3,1,0.3333,1
3070,18,2,7,1,0.1429,1
3070,18,3,8,0,0.0,1
3070,18,4,3,0,0.0,1
3070,19,1,3,2,0.6667,1
3070,19,2,7,3,0.4286,1
3070,19,3,2,0,0.0,1
3070,19,4,4,0,0.0,1
3070,21,1,2,0,0.0,1
3070,21,2,3,0,0.0,1
3070,21,3,3,0,0.0,1
3070,21,4,2,0,0.0,1
3070,21,5,2,0,0.0,1
3070,21,6,1,0,0.0,1
3070,22,1,2,0,0.0,1
3070,22,2,4,1,0.25,1
3070,22,3,3,0,0.0,1
3070,22,4,1,0,0.0,1
3070,22,5,1,0,0.0,1
3070,23,1,1,0,0.0,1
3070,23,2,3,0,0.0,1
3070,23,3,2,0,0.0,1
3070,23,4,2,0,0.0,1
3070,24,1,1,0,0.0,1
3070,24,2,2,0,0.0,1
3070,24,3,3,1,0.3333,1
3070,24,4,2,0,0.0,1
3070,6,1,3,2,0.6667,1
3070,6,2,1,0,0.0,1
3070,6,3,4,0,0.0,1
3070,6,4,3,1,0.3333,1
3070,7,1,2,1,0.5,1
3070,7,2,5,0,0.0,1
3070,7,3,2,0,0.0,1
3070,7,4,1,0,0.0,1
3070,8,1,3,2,0.6667,1
3070,8,2,6,2,0.3333,1
3070,8,3,4,0,0.0,1
3070,8,4,5,0,0.0,1
3072,1,1,6,1,0.1667,1
3072,1,2,12,1,0.0833,0
3072,1,3,1,0,0.0,1
3072,10,1,5,1,0.2,1
3072,10,2,10,0,0.0,0
3072,10,3,2,0,0.0,1
3072,12,2,5,1,0.2,1
3072,13,1,4,1,0.25,1
3072,13,2,15,1,0.0667,0
3072,14,1,2,2,1.0,1
3072,14,2,5,0,0.0,1
3072,14,3,1,0,0.0,1
3072,17,1,1,1,1.0,1
3072,17,2,9,1,0.1111,1
3072,18,1,4,1,0.25,1
3072,18,2,11,0,0.0,0
3072,18,3,1,0,0.0,1
3072,19,1,1,1,1.0,1
3072,19,2,5,1,0.2,1
3072,2,1,6,2,0.3333,1
3072,2,2,16,0,0.0,0
3072,20,1,2,2,1.0,1
3072,20,2,7,0,0.0,1
3072,21,1,3,0,0.0,1
3072,21,2,9,0,0.0,1
3072,22,1,4,2,0.5,1
3072,22,2,12,0,0.0,0
3072,22,3,3,0,0.0,1
3072,4,1,8,3,0.375,1
3072,4,2,25,0,0.0,0
3072,5,1,7,2,0.2857,1
3072,5,2,30,3,0.1,0
3072,5,3,5,0,0.0,1
3072,5,4,1,0,0.0,1
3072,7,1,5,0,0.0,1
3072,7,2,4,0,0.0,1
3072,8,1,8,1,0.125,1
3072,8,2,25,1,0.04,0
3072,8,3,2,0,0.0,1
3075,10,1,2,1,0.5,1
3075,10,2,1,0,0.0,1
3075,10,3,2,0,0.0,1
3075,10,4,3,1,0.3333,1
3075,10,5,1,0,0.0,1
3075,10,6,1,0,0.0,1
3075,11,1,1,0,0.0,1
3075,11,2,2,0,0.0,1
3075,11,3,2,0,0.0,1
3075,11,4,2,0,0.0,1
3075,11,5,2,0,0.0,1
3075,11,6,1,0,0.0,1
3075,12,1,1,0,0.0,1
3075,12,2,1,0,0.0,1
3075,12,3,2,1,0.5,1
3075,12,4,2,0,0.0,1
3075,12,5,1,0,0.0,1
3075,12,6,1,0,0.0,1
3075,13,1,2,1,0.5,1
3075,13,2,4,0,0.0,1
3075,13,3,3,0,0.0,1
3075,13,4,3,0,0.0,1
3075,13,5,3,0,0.0,1
3075,13,6,2,0,0.0,1
3075,14,1,1,0,0.0,1
3075,14,2,1,0,0.0,1
3075,14,3,1,0,0.0,1
3075,14,4,1,0,0.0,1
3075,14,5,1,0,0.0,1
3075,14,6,1,0,0.0,1
3075,16,1,1,1,1.0,1
3075,16,2,2,0,0.0,1
3075,16,3,2,0,0.0,1
3075,16,4,1,0,0.0,1
3075,16,5,2,0,0.0,1
3075,16,6,1,0,0.0,1
3075,18,1,1,0,0.0,1
3075,18,2,2,0,0.0,1
3075,18,3,2,0,0.0,1
3075,18,4,2,0,0.0,1
3075,18,5,1,0,0.0,1
3075,18,6,1,0,0.0,1
3075,2,1,11,4,0.3636,0
3075,2,2,9,1,0.1111,1
3075,2,3,12,1,0.0833,0
3075,2,4,11,1,0.0909,0
3075,2,5,7,2,0.2857,1
3075,2,6,9,0,0.0,1
3075,21,1,3,0,0.0,1
3075,21,2,4,0,0.0,1
3075,21,3,5,0,0.0,1
3075,21,4,4,0,0.0,1
3075,21,5,3,0,0.0,1
3075,21,6,4,0,0.0,1
3075,22,1,2,1,0.5,1
3075,22,2,2,0,0.0,1
3075,22,3,1,0,0.0,1
3075,22,4,2,0,0.0,1
3075,22,5,2,0,0.0,1
3075,22,6,1,0,0.0,1
3075,3,1,6,2,0.3333,1
3075,3,2,3,0,0.0,1
3075,3,3,5,0,0.0,1
3075,3,4,4,0,0.0,1
3075,3,5,3,0,0.0,1
3075,3,6,6,0,0.0,1
3075,4,1,2,0,0.0,1
3075,4,2,3,0,0.0,1
3075,4,3,4,1,0.25,1
3075,4,4,3,0,0.0,1
3075,4,5,3,0,0.0,1
3075,4,6,1,0,0.0,1
3075,5,1,4,2,0.5,1
3075,5,2,4,2,0.5,1
3075,5,3,6,0,0.0,1
3075,5,4,3,0,0.0,1
3075,5,5,3,0,0.0,1
3075,5,6,6,0,0.0,1
3075,6,1,3,0,0.0,1
3075,6,2,5,0,0.0,1
3075,6,3,5,1,0.2,1
3075,6,4,3,0,0.0,1
3075,6,5,4,0,0.0,1
3075,6,6,4,0,0.0,1
3075,8,1,4,2,0.5,1
3075,8,2,5,0,0.0,1
3075,8,3,4,0,0.0,1
3075,8,4,7,1,0.1429,1
3075,8,5,5,0,0.0,1
3075,8,6,3,0,0.0,1
3075,9,1,2,1,0.5,1
3075,9,2,2,1,0.5,1
3075,9,3,2,0,0.0,1
3075,9,4,1,0,0.0,1
3075,9,5,3,1,0.3333,1
3081,1,1,1,0,0.0,1
3081,1,2,1,0,0.0,1
3081,1,3,1,0,0.0,1
3081,1,6,1,0,0.0,1
3081,11,1,1,0,0.0,1
3081,11,5,1,0,0.0,1
3081,14,1,2,2,1.0,1
3081,14,2,1,1,1.0,1
3081,14,3,3,0,0.0,1
3081,14,4,2,0,0.0,1
3081,14,5,1,0,0.0,1
3081,14,6,1,0,0.0,1
3081,15,1,2,1,0.5,1
3081,15,2,4,0,0.0,1
3081,15,3,4,1,0.25,1
3081,15,4,3,0,0.0,1
3081,15,5,5,0,0.0,1
3081,15,6,3,0,0.0,1
3081,17,1,3,2,0.6667,1
3081,17,2,3,1,0.3333,1
3081,17,3,3,2,0.6667,1
3081,17,4,2,0,0.0,1
3081,17,5,2,0,0.0,1
3081,17,6,4,0,0.0,1
3081,19,1,4,2,0.5,1
3081,19,2,5,3,0.6,1
3081,19,3,4,0,0.0,1
3081,19,4,3,0,0.0,1
3081,19,5,6,1,0.1667,1
3081,19,6,1,0,0.0,1
3081,2,1,1,0,0.0,1
3081,2,2,2,0,0.0,1
3081,2,3,2,1,0.5,1
3081,2,4,4,0,0.0,1
3081,2,5,1,0,0.0,1
3081,20,1,1,0,0.0,1
3081,20,2,1,1,1.0,1
3081,20,4,1,0,0.0,1
3081,20,5,1,0,0.0,1
3081,20,6,1,0,0.0,1
3081,21,1,4,2,0.5,1
3081,21,2,4,1,0.25,1
3081,21,3,2,0,0.0,1
3081,21,4,2,0,0.0,1
3081,21,5,5,0,0.0,1
3081,21,6,3,0,0.0,1
3081,23,1,3,1,0.3333,1
3081,23,2,4,1,0.25,1
3081,23,3,1,0,0.0,1
3081,23,4,5,0,0.0,1
3081,23,5,3,0,0.0,1
3081,23,6,3,0,0.0,1
3081,24,1,2,0,0.0,1
3081,24,2,2,0,0.0,1
3081,24,3,1,0,0.0,1
3081,24,4,1,0,0.0,1
3081,24,5,2,0,0.0,1
3081,24,6,1,0,0.0,1
3081,7,1,3,0,0.0,1
3081,7,2,1,0,0.0,1
3081,7,3,5,0,0.0,1
3081,7,4,2,0,0.0,1
3081,7,5,2,0,0.0,1
3081,7,6,6,0,0.0,1
3081,8,1,1,0,0.0,1
3081,8,5,1,0,0.0,1
3081,8,6,1,0,0.0,1
3105,1,1,2,1,0.5,1
3105,1,2,1,0,0.0,1
3105,1,3,2,0,0.0,1
3105,1,4,1,0,0.0,1
3105,1,5,1,0,0.0,1
3105,1,6,2,0,0.0,1
3105,10,1,2,2,1.0,1
3105,10,2,3,1,0.3333,1
3105,10,3,4,0,0.0,1
3105,10,4,2,0,0.0,1
3105,10,5,2,0,0.0,1
3105,10,6,4,0,0.0,1
3105,11,1,4,2,0.5,1
3105,11,2,4,1,0.25,1
3105,11,3,2,2,1.0,1
3105,11,4,4,0,0.0,1
3105,11,5,4,0,0.0,1
3105,11,6,4,0,0.0,1
3105,12,1,2,1,0.5,1
3105,12,2,4,0,0.0,1
3105,12,3,3,0,0.0,1
3105,12,4,2,0,0.0,1
3105,12,5,3,0,0.0,1
3105,12,6,3,0,0.0,1
3105,13,1,1,0,0.0,1
3105,13,2,1,0,0.0,1
3105,13,3,2,0,0.0,1
3105,13,4,1,0,0.0,1
3105,13,5,1,0,0.0,1
3105,13,6,1,0,0.0,1
3105,14,1,1,0,0.0,1
3105,14,2,1,0,0.0,1
3105,14,3,1,0,0.0,1
3105,14,4,2,0,0.0,1
3105,14,5,1,0,0.0,1
3105,14,6,1,0,0.0,1
3105,15,1,1,0,0.0,1
3105,15,2,2,0,0.0,1
3105,15,3,2,0,0.0,1
3105,15,5,1,0,0.0,1
3105,15,6,1,0,0.0,1
3105,19,1,1,0,0.0,1
3105,19,2,2,0,0.0,1
3105,19,3,2,0,0.0,1
3105,19,4,1,0,0.0,1
3105,19,5,2,0,0.0,1
3105,2,1,4,4,1.0,1
3105,2,2,4,1,0.25,1
3105,2,3,5,1,0.2,1
3105,2,4,3,0,0.0,1
3105,2,5,3,1,0.3333,1
3105,2,6,4,0,0.0,1
3105,20,1,3,1,0.3333,1
3105,20,2,3,1,0.3333,1
3105,20,3,4,0,0.0,1
3105,20,4,2,0,0.0,1
3105,20,5,4,0,0.0,1
3105,20,6,3,0,0.0,1
3105,21,1,1,0,0.0,1
3105,21,2,1,0,0.0,1
3105,21,3,1,1,1.0,1
3105,21,4,2,0,0.0,1
3105,21,6,1,0,0.0,1
3105,23,1,1,1,1.0,1
3105,23,2,1,0,0.0,1
3105,23,3,1,0,0.0,1
3105,23,4,1,0,0.0,1
3105,23,5,1,0,0.0,1
3105,23,6,1,0,0.0,1
3105,3,1,8,3,0.375,1
3105,3,2,9,2,0.2222,1
3105,3,3,9,1,0.1111,1
3105,3,4,8,1,0.125,1
3105,3,5,8,0,0.0,1
3105,3,6,7,0,0.0,1
3105,4,1,4,2,0.5,1
3105,4,2,2,1,0.5,1
3105,4,3,2,0,0.0,1
3105,4,4,3,0,0.0,1
3105,4,5,2,0,0.0,1
3105,4,6,3,0,0.0,1
3105,5,1,4,1,0.25,1
3105,5,2,3,0,0.0,1
3105,5,3,3,1,0.3333,1
3105,5,4,2,0,0.0,1
3105,5,5,3,0,0.0,1
3105,5,6,3,0,0.0,1
3105,6,1,1,0,0.0,1
3105,6,2,2,0,0.0,1
3105,6,3,1,0,0.0,1
3105,6,4,1,0,0.0,1
3105,6,5,2,0,0.0,1
3105,7,1,2,1,0.5,1
3105,7,2,2,0,0.0,1
3105,7,3,2,0,0.0,1
3105,7,4,2,0,0.0,1
3105,7,5,2,0,0.0,1
3105,7,6,1,0,0.0,1
3105,8,1,1,0,0.0,1
3105,8,2,2,0,0.0,1
3105,8,3,2,0,0.0,1
3105,8,4,1,0,0.0,1
3105,8,5,2,0,0.0,1
3105,8,6,1,0,0.0,1
3105,9,1,4,1,0.25,1
3105,9,2,2,0,0.0,1
3105,9,3,4,0,0.0,1
3105,9,4,3,0,0.0,1
3105,9,5,2,0,0.0,1
3105,9,6,3,0,0.0,1
3107,10,1,1,0,0.0,1
3107,10,2,1,0,0.0,1
3107,10,3,4,0,0.0,1
3107,10,4,3,0,0.0,1
3107,10,5,2,0,0.0,1
3107,10,6,1,0,0.0,1
3107,11,2,1,0,0.0,1
3107,11,3,1,0,0.0,1
3107,11,4,1,0,0.0,1
3107,11,6,1,0,0.0,1
3107,12,1,2,1,0.5,1
3107,12,2,2,0,0.0,1
3107,12,3,1,0,0.0,1
3107,12,4,1,0,0.0,1
3107,12,5,2,0,0.0,1
3107,12,6,1,0,0.0,1
3107,14,1,1,0,0.0,1
3107,14,2,1,0,0.0,1
3107,14,3,1,0,0.0,1
3107,14,4,1,0,0.0,1
3107,14,6,1,0,0.0,1
3107,15,1,1,0,0.0,1
3107,15,2,1,0,0.0,1
3107,15,3,3,0,0.0,1
3107,15,4,2,0,0.0,1
3107,15,5,1,0,0.0,1
3107,15,6,1,0,0.0,1
3107,16,1,1,0,0.0,1
3107,16,2,1,0,0.0,1
3107,16,3,1,0,0.0,1
3107,16,4,1,0,0.0,1
3107,16,5,1,0,0.0,1
3107,16,6,1,0,0.0,1
3107,18,1,2,2,1.0,1
3107,18,2,4,0,0.0,1
3107,18,3,4,0,0.0,1
3107,18,4,1,0,0.0,1
3107,18,5,3,0,0.0,1
3107,18,6,3,0,0.0,1
3107,19,1,1,1,1.0,1
3107,19,2,2,1,0.5,1
3107,19,3,2,0,0.0,1
3107,19,4,2,0,0.0,1
3107,19,5,2,0,0.0,1
3107,19,6,1,0,0.0,1
3107,2,1,3,0,0.0,1
3107,2,2,3,0,0.0,1
3107,2,3,3,0,0.0,1
3107,2,4,2,0,0.0,1
3107,2,5,4,0,0.0,1
3107,2,6,2,0,0.0,1
3107,20,1,1,1,1.0,1
3107,20,2,1,0,0.0,1
3107,20,3,1,0,0.0,1
3107,20,4,2,0,0.0,1
3107,20,5,2,0,0.0,1
3107,21,1,2,1,0.5,1
3107,21,2,4,0,0.0,1
3107,21,3,6,0,0.0,1
3107,21,4,4,0,0.0,1
3107,21,5,4,0,0.0,1
3107,21,6,3,0,0.0,1
3107,22,1,4,0,0.0,1
3107,22,2,2,0,0.0,1
3107,22,3,2,0,0.0,1
3107,22,4,3,0,0.0,1
3107,22,5,4,0,0.0,1
3107,22,6,3,0,0.0,1
3107,24,1,1,0,0.0,1
3107,24,2,1,0,0.0,1
3107,24,3,2,0,0.0,1
3107,24,4,3,0,0.0,1
3107,24,5,2,0,0.0,1
3107,3,1,1,1,1.0,1
3107,3,2,2,0,0.0,1
3107,3,3,1,0,0.0,1
3107,3,4,1,0,0.0,1
3107,3,5,2,0,0.0,1
3107,3,6,1,0,0.0,1
3107,4,1,3,0,0.0,1
3107,4,2,5,0,0.0,1
3107,4,3,3,1,0.3333,1
3107,4,4,2,1,0.5,1
3107,4,5,3,0,0.0,1
3107,4,6,1,0,0.0,1
3107,5,1,2,0,0.0,1
3107,5,2,2,0,0.0,1
3107,5,3,2,0,0.0,1
3107,5,4,2,0,0.0,1
3107,5,5,2,0,0.0,1
3107,5,6,1,0,0.0,1
3107,7,1,1,0,0.0,1
3107,7,2,2,0,0.0,1
3107,7,3,1,0,0.0,1
3107,7,4,1,0,0.0,1
3107,7,5,2,0,0.0,1
3107,7,6,1,0,0.0,1
3107,8,1,3,2,0.6667,1
3107,8,3,5,0,0.0,1
3107,8,4,4,0,0.0,1
3107,8,5,3,1,0.3333,1
3107,8,6,2,0,0.0,1
3107,9,1,2,0,0.0,1
3107,9,2,1,0,0.0,1
3107,9,3,2,1,0.5,1
3107,9,4,2,0,0.0,1
3107,9,5,1,0,0.0,1
3107,9,6,2,0,0.0,1
3156,1,1,2,0,0.0,1
3156,1,2,4,0,0.0,1
